#separator:tab
#html:true
#columns:Word	WordAudio	Meaning	Sentence	SentenceAudio	Translation	Tags
#tags column:7
<ruby>放題<rt>ほうだい</rt></ruby>	放題	(doing) as one pleases; to one's heart's content; letting (something) go unchecked<div style="font-size:12px;color:#a7aebb;margin-top:4px">suffix &middot; frequency rank 1190</div>	<ruby>期間<rt>きかん</rt></ruby><ruby>内<rt>ない</rt></ruby><ruby>乗<rt>の</rt></ruby>り<b><ruby>放題<rt>ほうだい</rt></ruby></b>チケットを<ruby>利用<rt>りよう</rt></ruby>しよう。	期間内乗り放題チケットを利用しよう。	Let's get an open ticket.	pos::suffix rank::1001-1500
<ruby>政権<rt>せいけん</rt></ruby>	政権	(political) administration; political power<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1191</div>	<ruby>時代遅<rt>じだいおく</rt></ruby>れのその<b><ruby>政権<rt>せいけん</rt></ruby></b>は<ruby>崩壊<rt>ほうかい</rt></ruby><ruby>寸前<rt>すんぜん</rt></ruby>だ。	時代遅れのその政権は崩壊寸前だ。	The obsolete regime is about to collapse.	pos::noun rank::1001-1500
<ruby>是非<rt>ぜひ</rt></ruby>	是非	certainly; without fail<div style="font-size:12px;color:#a7aebb;margin-top:4px">adverb &middot; frequency rank 1192</div>	<b>ぜひ</b><ruby>来<rt>き</rt></ruby>てください。	ぜひ来てください。	Do come by all means.	pos::adverb rank::1001-1500
<ruby>本物<rt>ほんもの</rt></ruby>	本物	genuine article; real thing; real deal<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1193</div>	そのダイヤモンドは<b><ruby>本物<rt>ほんもの</rt></ruby></b>らしい。	そのダイヤモンドは本物らしい。	It seems that the diamond is real.	pos::noun rank::1001-1500
<ruby>案内<rt>あんない</rt></ruby>	案内	guidance; leading (the way); showing around<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1194</div>	お<ruby>返<rt>かえ</rt></ruby>しに<b><ruby>案内<rt>あんない</rt></ruby></b>してあげましょう。	お返しに案内してあげましょう。	I will show you around in return.	pos::noun rank::1001-1500
<ruby>検討<rt>けんとう</rt></ruby>	検討	consideration; examination; investigation<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1195</div>	いろいろな<ruby>観点<rt>かんてん</rt></ruby>からその<ruby>問題<rt>もんだい</rt></ruby>を<b><ruby>検討<rt>けんとう</rt></ruby></b>できる。	いろいろな観点からその問題を検討できる。	We can consider the problem from several standpoints.	pos::noun rank::1001-1500
<ruby>構成<rt>こうせい</rt></ruby>	構成	composition; construction; formation<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1196</div>	<ruby>国家<rt>こっか</rt></ruby>はこれを<b><ruby>構成<rt>こうせい</rt></ruby></b>する<ruby>個人<rt>こじん</rt></ruby>からできている。	国家はこれを構成する個人からできている。	A state is made up of individuals who compose it.	pos::noun rank::1001-1500
<ruby>死亡<rt>しぼう</rt></ruby>	死亡	death; dying; mortality<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1197</div>	その<ruby>墜落<rt>ついらく</rt></ruby><ruby>事故<rt>じこ</rt></ruby>で<ruby>乗<rt>の</rt></ruby>っていた<ruby>乗客<rt>じょうきゃく</rt></ruby>は<ruby>全員<rt>ぜんいん</rt></ruby><b><ruby>死亡<rt>しぼう</rt></ruby></b>した。	その墜落事故で乗っていた乗客は全員死亡した。	All the passengers were killed in the airplane crash.	pos::noun rank::1001-1500
<ruby>母親<rt>ははおや</rt></ruby>	母親	mother<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1198</div>	<b><ruby>母親<rt>ははおや</rt></ruby></b>はひどく<ruby>疲<rt>つか</rt></ruby>れていた。	母親はひどく疲れていた。	The mother was practically worn out.	pos::noun rank::1001-1500
<ruby>異<rt>こと</rt></ruby>なる	異なる	to differ; to be different; to disagree<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 1199</div>	<ruby>彼<rt>かれ</rt></ruby>らはその<ruby>事故<rt>じこ</rt></ruby>について<b><ruby>異<rt>こと</rt></ruby>なる</b><ruby>説明<rt>せつめい</rt></ruby>をした。	彼らはその事故について異なる説明をした。	They gave different versions of the accident.	pos::verb rank::1001-1500
<ruby>空気<rt>くうき</rt></ruby>	空気	air; atmosphere<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1200</div>	<ruby>新鮮<rt>しんせん</rt></ruby>な<b><ruby>空気<rt>くうき</rt></ruby></b>を<ruby>入<rt>い</rt></ruby>れてください。	新鮮な空気を入れてください。	Please let in some fresh air.	pos::noun rank::1001-1500
<ruby>立場<rt>たちば</rt></ruby>	立場	position; situation<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1201</div>	<ruby>私<rt>わたし</rt></ruby>の<b><ruby>立場<rt>たちば</rt></ruby></b>になって<ruby>考<rt>かんが</rt></ruby>えてください。	私の立場になって考えてください。	Put yourself in my place.	pos::noun rank::1001-1500
<ruby>納得<rt>なっとく</rt></ruby>	納得	consent; agreement; acceptance<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1202</div>	<ruby>彼<rt>かれ</rt></ruby>と<ruby>同<rt>おな</rt></ruby>じように<ruby>私<rt>わたし</rt></ruby>も<b><ruby>納得<rt>なっとく</rt></ruby></b>していない。	彼と同じように私も納得していない。	I, as well as he, am not convinced.	pos::noun rank::1001-1500
<ruby>腕<rt>うで</rt></ruby>	腕	arm<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1203</div>	そして、ようやくその<ruby>警官<rt>けいかん</rt></ruby>は<b><ruby>腕<rt>うで</rt></ruby></b>を<ruby>下<rt>さ</rt></ruby>げた。	そして、ようやくその警官は腕を下げた。	Then, at last, the policeman lowered his arm.	pos::noun rank::1001-1500
<ruby>製造<rt>せいぞう</rt></ruby>	製造	manufacture; production<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1204</div>	テレビを<b><ruby>製造<rt>せいぞう</rt></ruby></b>している<ruby>工場<rt>こうじょう</rt></ruby>を<ruby>訪問<rt>ほうもん</rt></ruby>します。	テレビを製造している工場を訪問します。	We'll visit a factory which produces television sets.	pos::noun rank::1001-1500
<ruby>詐欺<rt>さぎ</rt></ruby>	詐欺	fraud; swindle; graft<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1205</div>	その<ruby>計画<rt>けいかく</rt></ruby>は<ruby>実<rt>じつ</rt></ruby>にうまく<ruby>考<rt>かんが</rt></ruby>えた<b><ruby>詐欺<rt>さぎ</rt></ruby></b>だった。	その計画は実にうまく考えた詐欺だった。	The plan was a masterpiece of fraud.	pos::noun rank::1001-1500
<ruby>魚<rt>さかな</rt></ruby>	魚	fish<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1206</div>	<ruby>昨日<rt>きのう</rt></ruby><ruby>食<rt>た</rt></ruby>べた<b><ruby>魚<rt>さかな</rt></ruby></b>がどうも<ruby>当<rt>あ</rt></ruby>たったようだ。	昨日食べた魚がどうも当たったようだ。	The fish I ate yesterday did not agree with me.	pos::noun rank::1001-1500
すみません	すみません	excuse me; pardon me; I'm sorry<div style="font-size:12px;color:#a7aebb;margin-top:4px">expression &middot; frequency rank 1207</div>	もっと<ruby>早<rt>はや</rt></ruby>くＥメールしなくて、<b>すみません</b>。	もっと早くＥメールしなくて、すみません。	Sorry I didn't e-mail you sooner.	pos::expression rank::1001-1500
エッチ	エッチ	H; h<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1208</div>	<ruby>私<rt>わたし</rt></ruby>よりもっと<b>エッチ</b>な<ruby>人<rt>ひと</rt></ruby>もいて<ruby>安心<rt>あんしん</rt></ruby>しました。	私よりもっとエッチな人もいて安心しました。	I was relieved that there are people more wanton than me.	pos::noun rank::1001-1500
エンジン	エンジン	engine<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1209</div>	<b>エンジン</b>がどうしてもかからなかった。	エンジンがどうしてもかからなかった。	The engine would not start.	pos::noun rank::1001-1500
デビュー	デビュー	debut; doing something for the first time<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1210</div>	トムは<ruby>映画<rt>えいが</rt></ruby><ruby>界<rt>かい</rt></ruby>に<b>デビュー</b>するとすぐに１０<ruby>代<rt>だい</rt></ruby>の<ruby>若者<rt>わかもの</rt></ruby>の<ruby>間<rt>ま</rt></ruby>で<ruby>人気<rt>にんき</rt></ruby>が<ruby>出<rt>で</rt></ruby>た。	トムは映画界にデビューするとすぐに１０代の若者の間で人気が出た。	Tom became popular among teenagers as soon as he made his debut on the screen.	pos::noun rank::1001-1500
<ruby>人類<rt>じんるい</rt></ruby>	人類	mankind; humanity<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1211</div>	<ruby>病気<rt>びょうき</rt></ruby>は<b><ruby>人類<rt>じんるい</rt></ruby></b>にとって<ruby>脅威<rt>きょうい</rt></ruby>である。	病気は人類にとって脅威である。	Disease is a threat to human beings.	pos::noun rank::1001-1500
<ruby>作成<rt>さくせい</rt></ruby>	作成	making (a report, plan, contract, etc.); drawing up; writing out<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1212</div>	<ruby>彼<rt>かれ</rt></ruby>は<ruby>今<rt>こん</rt></ruby><ruby>書類<rt>しょるい</rt></ruby>を<b><ruby>作成<rt>さくせい</rt></ruby></b>しています。	彼は今書類を作成しています。	He is making the document now.	pos::noun rank::1001-1500
<ruby>内部<rt>ないぶ</rt></ruby>	内部	interior; inside; internal<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1213</div>	<ruby>彼<rt>かれ</rt></ruby>は<ruby>日本<rt>にっぽん</rt></ruby>の<b><ruby>内部<rt>ないぶ</rt></ruby></b>の<ruby>事情<rt>じじょう</rt></ruby>をよく<ruby>知<rt>し</rt></ruby>っている。	彼は日本の内部の事情をよく知っている。	He has a good knowledge of the internal affairs of Japan.	pos::noun rank::1001-1500
<ruby>到着<rt>とうちゃく</rt></ruby>	到着	arrival<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1214</div>	<ruby>彼<rt>かれ</rt></ruby>らの<b><ruby>到着<rt>とうちゃく</rt></ruby></b>する<ruby>正確<rt>せいかく</rt></ruby>な<ruby>時刻<rt>じこく</rt></ruby>を<ruby>教<rt>おし</rt></ruby>えて<ruby>下<rt>くだ</rt></ruby>さい。	彼らの到着する正確な時刻を教えて下さい。	Please tell me the precise time of their arrival.	pos::noun rank::1001-1500
<ruby>収録<rt>しゅうろく</rt></ruby>	収録	recording (in a book, the minutes, etc.); printing; including<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1215</div>	<ruby>完成<rt>かんせい</rt></ruby>した<ruby>本<rt>ほん</rt></ruby>のコピーを１<ruby>部<rt>ぶ</rt></ruby><ruby>送<rt>おく</rt></ruby>っていただくという<ruby>条件<rt>じょうけん</rt></ruby>で、<ruby>私<rt>わたし</rt></ruby>どものソフトウエアを<b><ruby>収録<rt>しゅうろく</rt></ruby></b>することを<ruby>許可<rt>きょか</rt></ruby>します。	完成した本のコピーを１部送っていただくという条件で、私どものソフトウエアを収録することを許可します。	You have our permission to include our software on condition that you send us a copy of the final product.	pos::noun rank::1001-1500
<ruby>含<rt>ふく</rt></ruby>む	含む	to contain; to comprise; to have<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 1216</div>	この<ruby>透明<rt>とうめい</rt></ruby>な<ruby>液体<rt>えきたい</rt></ruby>には<ruby>毒<rt>どく</rt></ruby>が<b><ruby>含<rt>ふく</rt></ruby>ま</b>れている。	この透明な液体には毒が含まれている。	This transparent liquid contains poison.	pos::verb rank::1001-1500
<ruby>固定<rt>こてい</rt></ruby>	固定	fixing (in place); being fixed (in place); securing<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1217</div>	その<ruby>装置<rt>そうち</rt></ruby>は<ruby>天井<rt>てんじょう</rt></ruby>にしっかりと<b><ruby>固定<rt>こてい</rt></ruby></b>されている。	その装置は天井にしっかりと固定されている。	The device is attached fast to the ceiling.	pos::noun rank::1001-1500
<ruby>始<rt>はじ</rt></ruby>まる	始まる	to begin; to start; to commence<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 1218</div>	まもなく<ruby>野球<rt>やきゅう</rt></ruby>シーズンが<b><ruby>始<rt>はじ</rt></ruby>まる</b>。	まもなく野球シーズンが始まる。	The baseball season opens before long.	pos::verb rank::1001-1500
<ruby>学園<rt>がくえん</rt></ruby>	学園	educational institution; school; academy<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1219</div>	<ruby>学校<rt>がっこう</rt></ruby>では<b><ruby>学園<rt>がくえん</rt></ruby></b><ruby>音楽<rt>おんがく</rt></ruby><ruby>祭<rt>さい</rt></ruby>の<ruby>準備<rt>じゅんび</rt></ruby>をしています。	学校では学園音楽祭の準備をしています。	My school is getting ready for the campus music festival.	pos::noun rank::1001-1500
<ruby>守<rt>まも</rt></ruby>る	守る	to protect; to guard; to defend<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 1220</div>	<ruby>一度<rt>いちど</rt></ruby><ruby>約束<rt>やくそく</rt></ruby>したらそれを<b><ruby>守<rt>まも</rt></ruby>ら</b>ねばなりません。	一度約束したらそれを守らねばなりません。	Once you have made a promise, you should keep it.	pos::verb rank::1001-1500
<ruby>将来<rt>しょうらい</rt></ruby>	将来	future; (future) prospects<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1221</div>	<ruby>君<rt>きみ</rt></ruby>の<b><ruby>将来<rt>しょうらい</rt></ruby></b>について<ruby>真剣<rt>しんけん</rt></ruby>に<ruby>話<rt>はなし</rt></ruby>をしよう。	君の将来について真剣に話をしよう。	Let's have a serious talk about your future.	pos::noun rank::1001-1500
<ruby>手段<rt>しゅだん</rt></ruby>	手段	means; way; measure<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1222</div>	あらゆる<ruby>可能<rt>かのう</rt></ruby>な<b><ruby>手段<rt>しゅだん</rt></ruby></b>を<ruby>選<rt>えら</rt></ruby>びました。	あらゆる可能な手段を選びました。	We tried all means possible.	pos::noun rank::1001-1500
<ruby>技<rt>わざ</rt></ruby>	技	technique; art; skill<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1223</div>	<ruby>一子相伝<rt>いっしそうでん</rt></ruby>の<b><ruby>技<rt>わざ</rt></ruby></b>と<ruby>言<rt>い</rt></ruby>うわりには、<ruby>彼<rt>かれ</rt></ruby>の<ruby>蹴<rt>け</rt></ruby>りは<ruby>大<rt>たい</rt></ruby>した<ruby>事<rt>こと</rt></ruby>はないね。	一子相伝の技と言うわりには、彼の蹴りは大した事はないね。	For a guy who was chosen by his father as the only son to be taught the secrets of this martial art, he doesn't have much of a kick.	pos::noun rank::1001-1500
<ruby>指摘<rt>してき</rt></ruby>	指摘	pointing out; identification<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 1224</div>	<ruby>彼<rt>かれ</rt></ruby>の<b><ruby>指摘<rt>してき</rt></ruby></b>はいつもたいへん<ruby>要領<rt>ようりょう</rt></ruby>を<ruby>得<rt>え</rt></ruby>ている。	彼の指摘はいつもたいへん要領を得ている。	His suggestions are always very much to the point.	pos::noun rank::1001-1500
